id,currency_id,tag_id
167,12,56
168,12,80
169,12,81
170,12,82
171,13,4
172,13,5
173,13,8
174,13,30
175,13,36
176,13,44
177,13,48
178,13,49
179,13,54
180,13,58
181,13,81
182,13,83
183,13,84
184,13,85
185,13,86
186,14,30
187,14,68
188,14,87
189,15,1
190,15,28
191,15,53
192,15,63
193,16,35
194,16,64
195,16,65
196,17,29
197,17,43
198,17,44
199,17,46
200,17,53
201,17,56
202,17,80
203,17,88
204,18,1
205,18,2
206,18,3
207,18,28
208,18,29
209,18,34
210,18,40
211,18,51
212,18,53
213,18,54
214,19,19
215,19,33
216,19,40
217,19,47
218,19,51
219,19,89
220,20,6
221,20,7
222,20,11
223,20,13
224,20,31
225,20,34
226,20,36
227,20,41
228,20,44
229,20,80
230,21,31
231,21,32
232,21,53
233,21,54
234,21,90
235,22,16
236,22,31
237,22,36
238,22,41
239,22,42
240,22,43
241,22,46
242,22,50
243,22,56
244,22,58
245,22,61
246,22,62
247,22,71
248,22,76
249,22,77
250,22,79
251,22,80
252,22,81
253,22,91
254,22,92
255,22,93
256,23,37
257,23,38
258,23,39
259,23,44
260,23,46
261,23,49
262,23,78
263,23,82
264,23,94
265,24,3
266,24,37
267,24,38
268,24,39
269,24,41
270,24,43
271,24,45
272,25,5
273,25,6
274,25,9
275,25,19
276,25,20
277,25,25
278,25,27
279,25,36
280,25,43
281,25,46
282,25,80
283,25,90
284,25,95
285,25,96
286,25,97
287,25,98
288,25,99
289,25,100
290,26,1
291,26,10
292,26,14
293,26,17
294,26,28
295,26,53
296,26,101
297,26,102
298,27,19
299,27,47
300,27,51
301,27,89
302,28,7
303,28,13
304,28,21
305,28,27
306,28,32
307,28,36
308,28,48
309,28,49
310,28,58
311,28,74
312,28,103
313,28,104
314,28,105
315,29,1
316,29,12
317,29,28
318,29,31
319,29,58
320,29,106
321,30,12
322,30,34
323,30,40
324,30,51
325,30,54
326,30,55
327,30,107
328,31,7
329,31,14
330,31,20
331,31,26
332,31,29
333,31,31
334,31,32
335,31,48
336,31,49
337,31,58
338,31,73
339,31,74
340,31,76
341,31,80
342,31,95
343,31,103
344,31,108
345,31,109
346,31,110
347,31,111
348,31,112
349,31,113
350,31,114
351,31,115
352,32,7
353,32,9
354,32,10
355,32,12
356,32,20
357,32,22
358,32,25
359,32,28
360,32,32
361,32,48
362,32,49
363,32,76
364,32,110
365,32,114
366,32,116
367,32,117
368,33,35
369,33,68
370,33,85
371,34,6
372,34,27
373,34,43
374,34,46
375,34,80
376,34,95
377,34,118
378,35,36
379,35,40
380,35,47
381,35,53
382,35,105
383,35,119
384,36,8
385,36,34
386,36,120
387,36,121
388,37,58
389,37,103
390,38,7
391,38,25
392,38,35
393,38,43
394,38,84
395,38,85
396,38,95
397,38,122
398,38,123
399,39,31
400,39,73
401,39,124
402,39,125
403,39,126
404,40,5
405,40,6
406,40,14
407,40,15
408,40,33
409,40,36
410,40,48
411,40,49
412,40,52
413,40,58
414,40,59
415,40,72
416,40,93
417,40,120
418,41,46
419,41,85
420,42,3
421,42,7
422,42,13
423,42,14
424,42,20
425,42,21
426,42,24
427,42,25
428,42,27
429,42,43
430,42,45
431,42,75
432,42,80
433,42,92
434,42,93
435,42,95
436,42,98
437,42,112
438,43,6
439,43,9
440,43,16
441,43,19
442,43,25
443,43,46
444,43,56
445,43,80
446,43,81
447,43,95
448,43,96
449,43,98
450,43,99
451,43,100
452,43,112
453,44,5
454,44,12
455,44,15
456,44,16
457,44,26
458,44,36
459,44,42
460,44,43
461,44,54
462,44,56
463,44,72
464,44,75
465,44,76
466,44,80
467,44,81
468,44,93
469,44,100
470,44,127
471,44,128
472,44,129
473,45,23
474,45,26
475,45,30
476,45,31
477,45,33
478,45,34
479,45,48
480,45,49
481,45,52
482,45,58
483,45,60
484,45,68
485,45,74
486,46,31
487,46,34
488,46,54
489,46,130
490,47,37
491,47,39
492,47,43
493,47,131
494,48,48
495,48,49
496,48,86
497,48,99
498,48,108
499,48,113
500,48,132
501,48,133
502,48,134
503,49,35
504,49,48
505,49,49
506,49,86
507,49,104
508,49,108
509,49,113
510,49,132
511,49,133
512,49,134
513,50,7
514,50,10
515,50,22
516,50,30
517,50,31
518,50,34
519,50,54
520,50,58
521,50,80
522,50,108
523,51,9
524,51,12
525,51,15
526,51,18
527,51,23
528,51,28
529,51,29
530,51,31
531,51,32
532,51,36
533,51,52
534,51,58
535,51,76
536,51,80
537,51,108
538,51,113
539,52,8
540,52,14
541,52,34
542,52,36
543,52,45
544,52,68
545,52,74
546,52,86
547,52,135
548,53,17
549,53,31
550,53,53
551,53,54
552,53,68
553,53,73
554,53,136
555,54,18
556,54,69
557,54,76
558,54,80
559,54,104
560,54,108
561,54,113
562,54,137
563,55,19
564,55,52
565,55,83
566,55,84
567,55,85
568,55,108
569,55,123
570,55,134
571,56,8
572,56,11
573,56,25
574,56,30
575,56,31
576,56,58
577,56,76
578,56,80
579,56,86
580,56,105
581,56,129
582,56,138
583,56,139
584,57,31
585,57,34
586,57,36
587,57,54
588,57,56
589,57,58
590,57,60
591,57,80
592,57,84
593,58,1
594,58,2
595,58,3
596,58,4
597,58,28
598,58,29
599,58,53
600,59,10
601,59,12
602,59,15
603,59,33
604,59,40
605,59,48
606,59,49
607,59,58
608,59,81
609,59,108
610,59,113
611,59,132
612,59,134
613,60,5
614,60,6
615,60,16
616,60,19
617,60,27
618,60,45
619,60,46
620,60,50
621,60,56
622,60,68
623,60,75
624,60,80
625,60,90
626,60,92
627,60,95
628,60,96
629,60,98
630,60,99
631,60,100
632,60,140
633,60,141
634,60,142
635,61,19
636,61,26
637,61,35
638,61,42
639,61,69
640,61,76
641,61,81
642,61,84
643,61,108
644,61,113
645,61,114
646,61,129
647,61,134
648,61,137
649,61,143
650,61,144
651,62,95
652,62,98
653,62,104
654,62,108
655,62,113
656,62,133
657,62,134
658,62,145
659,63,3
660,63,37
661,63,38
662,63,39
663,63,45
664,64,31
665,64,54
666,64,58
667,65,26
668,65,36
669,65,74
670,65,80
671,65,90
672,65,105
673,65,146
674,66,8
675,66,16
676,66,32
677,66,36
678,66,52
679,66,68
680,66,80
681,66,86
682,66,105
683,66,112
684,67,45
685,67,147
686,68,147
687,69,34
688,70,5
689,70,12
690,70,20
691,70,34
692,70,48
693,70,49
694,70,58
695,70,59
696,70,72
697,70,108
698,70,128
699,70,133
700,71,80
701,71,118
702,72,34
703,72,40
704,72,48
705,72,49
706,72,104
707,72,108
708,72,148
709,73,68
710,73,81
711,73,108
712,73,132
713,73,134
714,73,139
715,74,36
716,74,54
717,74,58
718,75,47
719,75,51
720,75,89
721,75,149
722,76,41
723,76,43
724,76,74
725,76,80
726,76,118
727,76,150
728,76,151
729,77,53
730,77,68
731,77,107
732,77,126
733,77,152
734,78,1
735,78,10
736,78,12
737,78,14
738,78,22
739,78,24
740,78,25
741,78,28
742,78,32
743,78,45
744,78,53
745,78,73
746,78,78
747,78,83
748,78,101
749,78,153
750,79,32
751,79,52
752,79,54
753,79,66
754,79,76
755,80,5
756,80,8
757,80,14
758,80,20
759,80,34
760,80,154
761,81,19
762,81,26
763,81,33
764,81,40
765,81,47
766,81,51
767,81,89
768,81,149
769,82,8
770,82,45
771,82,48
772,82,49
773,82,58
774,82,59
775,82,70
776,82,76
777,82,86
778,82,103
779,82,110
780,82,114
781,82,116
782,83,16
783,83,19
784,83,43
785,83,46
786,83,56
787,83,68
788,83,80
789,83,81
790,83,90
791,83,95
792,83,96
793,83,97
794,83,98
795,84,1
796,84,18
797,84,28
798,84,31
799,84,36
800,84,40
801,84,45
802,84,58
803,84,59
804,84,60
805,84,68
806,84,76
807,84,80
808,84,108
809,84,155
810,85,5
811,85,6
812,85,7
813,85,30
814,85,59
815,85,83
816,86,47
817,86,51
818,86,67
819,86,89
820,86,149
821,87,3
822,87,5
823,87,8
824,87,18
825,87,25
826,87,32
827,87,33
828,87,36
829,87,40
830,87,42
831,87,48
832,87,49
833,87,52
834,87,80
835,87,105
836,87,156
837,88,45
838,88,81
839,88,109
840,89,65
841,90,6
842,90,27
843,90,75
844,90,80
845,90,83
846,90,140
847,91,5
848,91,6
849,91,7
850,91,13
851,91,19
852,91,20
853,91,25
854,91,27
855,91,43
856,91,45
857,91,80
858,91,95
859,91,96
860,91,112
861,92,40
862,92,49
863,92,61
864,92,141
865,93,41
866,93,43
867,93,140
868,93,146
869,94,64
870,94,65
871,95,70
872,95,108
873,95,143
874,96,6
875,96,36
876,96,43
877,96,45
878,96,47
879,96,74
880,96,81
881,96,157
882,96,158
883,97,3
884,97,37
885,97,38
886,97,39
887,98,68
888,99,66
889,99,77
890,99,79
891,100,28
892,100,49
893,100,53
894,100,95
895,100,98
896,100,101
897,100,159
898,100,160
899,100,161
900,101,36
901,101,76
902,101,105
903,101,114
904,101,129
905,102,31
906,102,80
907,102,90
908,102,96
909,102,97
910,102,98
911,102,108
912,102,121
913,102,139
914,102,146
915,103,47
916,103,51
917,103,89
918,104,5
919,104,9
920,104,20
921,104,26
922,104,42
923,104,52
924,104,76
925,104,110
926,104,114
927,104,116
928,105,7
929,105,28
930,105,31
931,105,33
932,105,40
933,105,45
934,105,58
935,105,113
936,105,162
937,106,7
938,106,8
939,106,9
940,106,13
941,106,14
942,106,18
943,106,20
944,106,22
945,106,25
946,106,31
947,106,33
948,106,36
949,106,52
950,106,80
951,106,84
952,106,101
953,106,105
954,106,108
955,106,129
956,107,33
957,107,43
958,107,80
959,107,90
960,107,141
961,107,163
962,108,12
963,108,21
964,108,25
965,108,40
966,108,45
967,108,76
968,108,80
969,108,104
970,108,164
971,109,36
972,109,45
973,109,86
974,109,109
975,110,8
976,110,9
977,110,13
978,110,15
979,110,19
980,110,45
981,110,50
982,110,75
983,110,80
984,110,90
985,110,97
986,110,100
987,110,109
988,111,5
989,111,26
990,111,34
991,111,165
992,111,166
993,113,31
994,113,35
995,113,43
996,113,51
997,113,76
998,113,80
999,113,83
1000,113,84
1001,113,85
1002,113,90
1003,113,97
1004,113,109
1005,113,123
1006,113,146
1007,113,167
1008,113,168
1009,114,35
1010,114,52
1011,114,69
1012,114,108
1013,114,113
1014,114,134
1015,115,23
1016,115,26
1017,115,28
1018,115,54
1019,115,76
1020,115,114
1021,115,126
1022,116,29
1023,116,31
1024,116,33
1025,116,58
1026,117,76
1027,117,95
1028,117,98
1029,118,31
1030,118,40
1031,118,53
1032,118,56
1033,118,169
1034,119,28
1035,119,29
1036,119,40
1037,119,53
1038,120,40
1039,120,51
1040,120,129
1041,120,170
1042,121,80
1043,121,171
1044,122,35
1045,122,36
1046,122,45
1047,122,68
1048,122,76
1049,122,81
1050,122,104
1051,122,108
1052,122,113
1053,122,133
1054,122,172
1055,123,5
1056,123,7
1057,123,13
1058,123,14
1059,123,20
1060,123,30
1061,123,31
1062,123,40
1063,123,68
1064,123,83
1065,123,119
1066,123,173
1067,124,40
1068,124,69
1069,124,80
1070,124,104
1071,125,3
1072,125,24
1073,125,28
1074,125,53
1075,125,95
1076,125,101
1077,125,159
1078,125,174
1079,126,25
1080,126,36
1081,126,45
1082,126,54
1083,126,58
1084,126,59
1085,126,71
1086,126,80
1087,126,81
1088,126,105
1089,126,116
1090,126,118
1091,126,173
1092,127,1
1093,127,28
1094,127,58
1095,127,175
1096,128,36
1097,128,105
1098,129,12
1099,129,15
1100,129,36
1101,129,58
1102,129,71
1103,129,76
1104,129,80
1105,129,81
1106,129,95
1107,129,110
1108,129,116
1109,129,129
1110,130,6
1111,130,7
1112,130,9
1113,130,16
1114,130,19
1115,130,43
1116,130,45
1117,130,56
1118,130,80
1119,130,95
1120,130,96
1121,130,98
1122,130,100
1123,130,171
1124,130,176
1125,131,12
1126,131,25
1127,131,26
1128,131,43
1129,131,72
1130,131,76
1131,132,58
1132,132,110
1133,132,114
1134,132,116
1135,133,70
1136,133,80
1137,134,42
1138,134,45
1139,134,86
1140,134,108
1141,134,134
1142,134,139
1143,134,177
1144,135,6
1145,135,19
1146,135,24
1147,135,25
1148,135,43
1149,135,46
1150,135,72
1151,135,80
1152,135,90
1153,135,93
1154,135,95
1155,135,96
1156,135,97
1157,135,98
1158,135,178
1159,136,18
1160,136,45
1161,136,51
1162,136,52
1163,136,54
1164,137,36
1165,137,68
1166,137,76
1167,137,86
1168,137,105
1169,137,108
1170,137,126
1171,137,129
1172,138,108
1173,139,31
1174,139,58
1175,139,68
1176,139,179
1177,140,40
1178,140,58
1179,140,76
1180,140,81
1181,140,114
1182,141,10
1183,141,24
1184,141,35
1185,141,54
1186,141,58
1187,141,76
1188,141,95
1189,141,98
1190,142,5
1191,142,8
1192,142,25
1193,142,26
1194,142,42
1195,142,76
1196,142,95
1197,142,180
1198,143,35
1199,143,68
1200,143,126
1201,144,45
1202,144,64
1203,144,65
1204,144,68
1205,144,113
1206,144,132
1207,144,134
1208,145,29
1209,146,25
1210,146,31
1211,146,33
1212,146,54
1213,146,58
1214,146,103
1215,147,11
1216,147,21
1217,147,33
1218,147,71
1219,147,79
1220,147,158
1221,148,1
1222,148,13
1223,148,27
1224,148,28
1225,148,58
1226,148,73
1227,148,76
1228,148,93
1229,148,110
1230,148,114
1231,148,116
1232,148,181
1233,149,9
1234,149,20
1235,149,35
1236,149,46
1237,149,83
1238,149,98
1239,149,101
1240,149,168
1241,149,182
1242,150,8
1243,150,19
1244,150,40
1245,150,45
1246,150,53
1247,150,80
1248,150,109
1249,151,49
1250,152,95
1251,152,108
1252,152,113
1253,152,132
1254,152,134
1255,153,57
1256,153,69
1257,153,76
1258,153,84
1259,153,104
1260,154,7
1261,154,9
1262,154,10
1263,154,15
1264,154,24
1265,154,25
1266,154,33
1267,154,50
1268,154,58
1269,154,71
1270,154,77
1271,154,79
1272,154,80
1273,154,84
1274,154,90
1275,154,95
1276,154,98
1277,155,1
1278,156,18
1279,156,45
1280,156,54
1281,156,56
1282,156,76
1283,156,93
1284,156,113
1285,156,182
1286,158,8
1287,158,31
1288,158,36
1289,158,52
1290,158,71
1291,158,77
1292,158,79
1293,159,18
1294,159,126
1295,159,183
1296,160,8
1297,160,36
1298,160,42
1299,160,45
1300,160,56
1301,160,75
1302,160,76
1303,160,78
1304,160,80
1305,160,81
1306,160,86
1307,160,91
1308,160,93
1309,160,105
1310,161,5
1311,161,8
1312,161,58
1313,161,73
1314,161,103
1315,161,157
1316,162,8
1317,162,31
1318,162,32
1319,162,36
1320,162,45
1321,162,54
1322,162,58
1323,162,82
1324,162,84
1325,162,86
1326,163,17
1327,163,33
1328,163,40
1329,163,66
1330,163,69
1331,163,108
1332,163,113
1333,163,132
1334,163,134
1335,163,145
1336,164,9
1337,164,19
1338,164,25
1339,164,36
1340,164,41
1341,164,43
1342,164,45
1343,164,56
1344,164,80
1345,164,81
1346,164,82
1347,164,90
1348,164,95
1349,164,96
1350,164,97
1351,164,98
1352,164,99
1353,164,108
1354,164,113
1355,164,176
1356,165,5
1357,165,7
1358,165,8
1359,165,17
1360,165,35
1361,165,103
1362,165,166
1363,165,178
1364,166,32
1365,166,33
1366,166,45
1367,166,58
1368,166,126
1369,166,184
1370,167,43
1371,167,113
1372,167,134
1373,168,68
1374,168,75
1375,168,98
1376,168,132
1377,168,134
1378,168,154
1379,168,168
1380,168,185
1381,169,36
1382,169,37
1383,169,39
1384,169,45
1385,169,49
1386,169,105
1387,169,131
1388,169,150
1389,169,156
1390,170,1
1391,170,26
1392,170,28
1393,170,31
1394,170,34
1395,170,58
1396,170,72
1397,170,76
1398,170,186
1399,170,187
1400,171,35
1401,171,188
1402,172,51
1403,172,134
1404,173,1
1405,173,7
1406,173,9
1407,173,11
1408,173,13
1409,173,14
1410,173,18
1411,173,21
1412,173,26
1413,173,28
1414,173,31
1415,173,32
1416,173,58
1417,173,60
1418,173,76
1419,173,80
1420,173,84
1421,173,95
1422,173,103
1423,173,108
1424,173,123
1425,174,1
1426,174,28
1427,174,40
1428,174,53
1429,174,108
1430,174,126
1431,174,189
1432,175,35
1433,175,41
1434,175,43
1435,175,46
1436,175,56
1437,175,81
1438,175,190
1439,176,36
1440,176,80
1441,176,98
1442,176,111
1443,176,158
1444,176,191
1445,177,40
1446,177,52
1447,177,101
1448,178,5
1449,178,92
1450,178,140
1451,180,10
1452,180,17
1453,180,31
1454,180,32
1455,180,52
1456,180,58
1457,180,59
1458,180,84
1459,180,85
1460,181,1
1461,181,28
1462,181,31
1463,181,76
1464,181,95
1465,181,98
1466,181,103
1467,181,110
1468,181,114
1469,181,116
1470,181,122
1471,181,161
1472,181,190
1473,182,5
1474,182,9
1475,182,13
1476,182,24
1477,182,36
1478,182,80
1479,182,81
1480,182,91
1481,182,95
1482,182,98
1483,182,140
1484,182,142
1485,183,1
1486,183,12
1487,183,28
1488,183,31
1489,183,53
1490,183,54
1491,183,58
1492,183,59
1493,183,76
1494,183,83
1495,183,84
1496,183,101
1497,183,104
1498,183,161
1499,183,192
1500,184,68
1501,184,75
1502,184,154
1503,184,157
1504,185,3
1505,185,5
1506,185,12
1507,185,80
1508,185,92
1509,186,19
1510,186,36
1511,186,58
1512,187,193
1513,188,40
1514,188,80
1515,189,31
1516,189,54
1517,189,57
1518,189,58
1519,190,3
1520,190,40
1521,190,53
1522,190,107
1523,190,181
1524,191,58
1525,191,76
1526,191,110
1527,191,114
1528,191,116
1529,192,68
1530,193,6
1531,193,25
1532,193,33
1533,193,43
1534,193,46
1535,193,51
1536,193,80
1537,193,90
1538,193,95
1539,193,97
1540,193,98
1541,193,100
1542,194,8
1543,194,30
1544,194,31
1545,194,35
1546,194,36
1547,194,43
1548,194,45
1549,194,46
1550,194,58
1551,194,59
1552,194,84
1553,194,86
1554,194,105
1555,194,122
1556,194,123
1557,194,139
1558,194,192
1559,195,4
1560,195,25
1561,195,35
1562,195,43
1563,195,45
1564,195,52
1565,195,54
1566,195,58
1567,195,71
1568,195,79
1569,195,83
1570,195,84
1571,195,86
1572,195,166
1573,196,35
1574,196,81
1575,196,113
1576,196,134
1577,198,68
1578,198,108
1579,198,113
1580,198,134
1581,198,145
1582,199,15
1583,199,33
1584,199,69
1585,199,101
1586,199,104
1587,200,48
1588,200,49
